Dataset,Mixture Label,CID,CID.1,CID.2,CID.3,CID.4,CID.5,CID.6,CID.7,CID.8,CID.9,CID.10,CID.11,CID.12,CID.13,CID.14,CID.15,CID.16,CID.17,CID.18,CID.19,CID.20,CID.21,CID.22,CID.23,CID.24,CID.25,CID.26,CID.27,CID.28,CID.29,CID.30,CID.31,CID.32,CID.33,CID.34,CID.35,CID.36,CID.37,CID.38,CID.39,CID.40,CID.41,CID.42,CID.43,CID.44,CID.45,CID.46,CID.47,CID.48,CID.49,CID.50,CID.51,CID.52,CID.53,CID.54,CID.55,CID.56,CID.57
Bushdid,189,5281168,12348.0,6501.0,10430.0,7519.0,261.0,62465.0,1127.0,7363.0,8918.0,15380.0,8030.0,7410.0,8051.0,11124.0,7888.0,8186.0,6544.0,8118.0,18827.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,68,5281168,12348.0,6501.0,10430.0,7519.0,261.0,62465.0,1127.0,7363.0,8918.0,15380.0,8030.0,7410.0,8051.0,11124.0,7714.0,8148.0,31249.0,31276.0,8635.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,322,637566,8091.0,637511.0,10890.0,18827.0,10722.0,10560.0,91497.0,6590.0,8103.0,7848.0,1146.0,10882.0,11552.0,62465.0,22386.0,8030.0,7150.0,12180.0,7710.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,193,637566,8091.0,637511.0,10890.0,18827.0,10722.0,10560.0,91497.0,6590.0,8103.0,7848.0,1146.0,10882.0,11552.0,62465.0,264.0,31272.0,8186.0,31265.0,62336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,120,10821,443162.0,7632.0,7731.0,7714.0,7799.0,11552.0,6989.0,12348.0,7685.0,7150.0,12178.0,31249.0,22386.0,10890.0,7583.0,440917.0,3776.0,454.0,7848.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,141,10821,443162.0,7632.0,7731.0,7714.0,7799.0,11552.0,6989.0,12348.0,7685.0,7150.0,12178.0,31249.0,22386.0,10890.0,2879.0,7059.0,6561.0,8051.0,8091.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,443,1060,10882.0,1140.0,11002.0,12020.0,3314.0,7632.0,2969.0,7888.0,7749.0,8918.0,6054.0,240.0,264.0,5281515.0,8103.0,7363.0,1146.0,1068.0,8186.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,410,1060,10882.0,1140.0,11002.0,12020.0,3314.0,7632.0,2969.0,7888.0,7749.0,8918.0,6054.0,240.0,264.0,5281515.0,24915.0,10890.0,31249.0,11509.0,62465.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,100,12020,6501.0,176.0,7344.0,7921.0,7583.0,31276.0,7363.0,5373603.0,7150.0,326.0,62444.0,637566.0,798.0,179.0,11509.0,6590.0,7685.0,7165.0,10882.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,348,12020,6501.0,176.0,7344.0,7921.0,7583.0,31276.0,7363.0,5373603.0,7150.0,326.0,62444.0,637566.0,798.0,179.0,1140.0,62465.0,8048.0,240.0,2969.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,204,7460,7793.0,177.0,180.0,8186.0,8051.0,10722.0,12020.0,22873.0,5373603.0,7966.0,3776.0,7731.0,6054.0,7519.0,12232.0,91497.0,10890.0,7344.0,440967.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,371,7460,7793.0,177.0,180.0,8186.0,8051.0,10722.0,12020.0,22873.0,5373603.0,7966.0,3776.0,7731.0,6054.0,7519.0,8118.0,16666.0,179.0,5634.0,2969.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,394,5634,1060.0,6590.0,7654.0,3776.0,62465.0,5281515.0,176.0,443162.0,10821.0,12232.0,7363.0,6501.0,180.0,8148.0,8797.0,7749.0,6982.0,7991.0,1146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,118,5634,1060.0,6590.0,7654.0,3776.0,62465.0,5281515.0,176.0,443162.0,10821.0,12232.0,7363.0,6501.0,180.0,8148.0,22386.0,7762.0,7921.0,7710.0,12741.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,77,19310,2969.0,3776.0,454.0,18827.0,6501.0,7460.0,8858.0,12367.0,22386.0,8091.0,31272.0,7714.0,7463.0,10882.0,612.0,8918.0,6590.0,31265.0,443162.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,494,19310,2969.0,3776.0,454.0,18827.0,6501.0,7460.0,8858.0,12367.0,22386.0,8091.0,31272.0,7714.0,7463.0,10882.0,11124.0,8130.0,10430.0,177.0,440917.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,303,1146,6590.0,7632.0,18827.0,16666.0,7463.0,7714.0,8186.0,8091.0,61138.0,91497.0,7799.0,22201.0,6184.0,7344.0,7165.0,8797.0,12178.0,1031.0,177.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,295,1146,6590.0,7632.0,18827.0,16666.0,7463.0,7714.0,8186.0,8091.0,61138.0,91497.0,7799.0,22201.0,6184.0,7344.0,798.0,8130.0,15380.0,7921.0,1140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,200,8918,7460.0,10560.0,10821.0,14286.0,19310.0,31276.0,240.0,15380.0,10890.0,8048.0,7344.0,18827.0,440967.0,637511.0,3314.0,7710.0,62336.0,7799.0,2758.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,282,8918,7460.0,10560.0,10821.0,14286.0,19310.0,31276.0,240.0,15380.0,10890.0,8048.0,7344.0,18827.0,440967.0,637511.0,8186.0,11509.0,8103.0,443158.0,176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,420,240,7966.0,1060.0,62336.0,1068.0,440967.0,31244.0,999.0,179.0,6982.0,16666.0,5634.0,612.0,7731.0,22386.0,12232.0,5281168.0,62465.0,8118.0,22873.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,283,240,7966.0,1060.0,62336.0,1068.0,440967.0,31244.0,999.0,179.0,6982.0,16666.0,5634.0,612.0,7731.0,22386.0,6184.0,31276.0,2758.0,8635.0,12178.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,393,8048,22201.0,7059.0,24915.0,1140.0,2969.0,12180.0,7583.0,31265.0,6184.0,637511.0,22873.0,440967.0,454.0,177.0,91497.0,8051.0,7150.0,261.0,8918.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,448,8048,22201.0,7059.0,24915.0,1140.0,2969.0,12180.0,7583.0,31265.0,6184.0,637511.0,22873.0,440967.0,454.0,177.0,22386.0,1068.0,62336.0,443158.0,6590.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,249,443158,326.0,2969.0,11002.0,7966.0,14286.0,180.0,16666.0,637511.0,7714.0,8030.0,11552.0,6544.0,12180.0,12232.0,7762.0,7685.0,7710.0,2758.0,61016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,279,443158,326.0,2969.0,11002.0,7966.0,14286.0,180.0,16666.0,637511.0,7714.0,8030.0,11552.0,6544.0,12180.0,12232.0,12020.0,12367.0,10882.0,4133.0,264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,368,11002,440967.0,31276.0,10821.0,8148.0,12178.0,240.0,12180.0,11509.0,6989.0,1146.0,7344.0,11552.0,6982.0,19310.0,7888.0,2758.0,440917.0,7731.0,2879.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,305,11002,440967.0,31276.0,10821.0,8148.0,12178.0,240.0,12180.0,11509.0,6989.0,1146.0,7344.0,11552.0,6982.0,19310.0,8051.0,7410.0,7654.0,8130.0,61016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,175,31265,5283349.0,637566.0,8918.0,5634.0,460.0,12178.0,6982.0,7344.0,240.0,7363.0,10722.0,7632.0,7991.0,7966.0,7793.0,443162.0,10882.0,8186.0,7583.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,427,31265,5283349.0,637566.0,8918.0,5634.0,460.0,12178.0,6982.0,7344.0,240.0,7363.0,10722.0,7632.0,7991.0,7966.0,176.0,7888.0,8858.0,26331.0,7921.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,115,11509,8148.0,7600.0,8186.0,24915.0,2969.0,2879.0,7762.0,7685.0,7731.0,1127.0,176.0,12178.0,7710.0,7991.0,177.0,8118.0,62336.0,6989.0,1140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,296,11509,8148.0,7600.0,8186.0,24915.0,2969.0,2879.0,7762.0,7685.0,7731.0,1127.0,176.0,12178.0,7710.0,7991.0,61138.0,7921.0,7463.0,5283349.0,12367.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,12,62465,6590.0,8103.0,2758.0,6982.0,62444.0,93009.0,12367.0,4133.0,1060.0,1068.0,7363.0,2969.0,7888.0,1146.0,16666.0,24915.0,326.0,637511.0,7410.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,186,62465,6590.0,8103.0,2758.0,6982.0,62444.0,93009.0,12367.0,4133.0,1060.0,1068.0,7363.0,2969.0,7888.0,1146.0,6736.0,7848.0,7165.0,12348.0,11552.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,216,240,6054.0,443162.0,31265.0,8025.0,180.0,6654.0,11552.0,91497.0,8091.0,8118.0,179.0,6989.0,62465.0,8103.0,8048.0,31244.0,460.0,62336.0,3776.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,114,240,6054.0,443162.0,31265.0,8025.0,180.0,6654.0,11552.0,91497.0,8091.0,8118.0,179.0,6989.0,62465.0,8103.0,11002.0,2879.0,7731.0,12367.0,176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,217,7165,7731.0,2969.0,62465.0,1060.0,8048.0,10430.0,6184.0,8051.0,10882.0,14286.0,7463.0,6544.0,62433.0,16666.0,8091.0,440917.0,11002.0,1068.0,176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,252,7165,7731.0,2969.0,62465.0,1060.0,8048.0,10430.0,6184.0,8051.0,10882.0,14286.0,7463.0,6544.0,62433.0,16666.0,7991.0,180.0,7150.0,1031.0,12180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,201,8091,7710.0,6561.0,454.0,3314.0,612.0,12232.0,2969.0,10722.0,5283349.0,6654.0,6184.0,12020.0,62465.0,7583.0,7685.0,3776.0,7714.0,999.0,61016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,354,8091,7710.0,6561.0,454.0,3314.0,612.0,12232.0,2969.0,10722.0,5283349.0,6654.0,6184.0,12020.0,62465.0,7583.0,7685.0,3776.0,7714.0,999.0,8030.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,416,22386,637566.0,62336.0,637511.0,440967.0,8858.0,6184.0,7654.0,2879.0,18827.0,6736.0,6561.0,7600.0,11552.0,8030.0,5373603.0,1068.0,14286.0,8892.0,12348.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,294,22386,637566.0,62336.0,637511.0,440967.0,8858.0,6184.0,7654.0,2879.0,18827.0,6736.0,6561.0,7600.0,11552.0,8030.0,5373603.0,1068.0,14286.0,8892.0,5283349.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,231,8186,8858.0,8051.0,5634.0,7685.0,179.0,10560.0,7363.0,7059.0,7749.0,7921.0,5283349.0,2879.0,31244.0,5281515.0,326.0,1031.0,7150.0,7344.0,8030.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,183,8186,8858.0,8051.0,5634.0,7685.0,179.0,10560.0,7363.0,7059.0,7749.0,7921.0,5283349.0,2879.0,31244.0,5281515.0,326.0,1031.0,7150.0,7344.0,11509.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,161,7583,61016.0,2758.0,6544.0,2969.0,91497.0,7632.0,14286.0,6989.0,12178.0,12232.0,1146.0,6501.0,11002.0,7410.0,7059.0,5281168.0,6054.0,5281515.0,8051.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,255,7583,61016.0,2758.0,6544.0,2969.0,91497.0,7632.0,14286.0,6989.0,12178.0,12232.0,1146.0,6501.0,11002.0,7410.0,7059.0,5281168.0,6054.0,5281515.0,7519.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,389,62444,2879.0,7762.0,93009.0,176.0,62465.0,16666.0,3776.0,326.0,7600.0,1060.0,4133.0,8091.0,1031.0,10722.0,7410.0,6590.0,443162.0,460.0,612.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,292,62444,2879.0,7762.0,93009.0,176.0,62465.0,16666.0,3776.0,326.0,7600.0,1060.0,4133.0,8091.0,1031.0,10722.0,7410.0,6590.0,443162.0,460.0,7059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,500,8148,8186.0,8797.0,6544.0,1146.0,22873.0,31272.0,176.0,61016.0,637566.0,7921.0,10430.0,7848.0,326.0,91497.0,460.0,8025.0,637511.0,8030.0,7749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,35,8148,8186.0,8797.0,6544.0,1146.0,22873.0,31272.0,176.0,61016.0,637566.0,7921.0,10430.0,7848.0,326.0,91497.0,460.0,8025.0,637511.0,8030.0,7600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,94,7714,10890.0,8051.0,7966.0,5283349.0,2969.0,2879.0,10882.0,10560.0,7600.0,177.0,8797.0,6590.0,7410.0,8635.0,62336.0,31244.0,62465.0,7848.0,10976.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,234,7714,10890.0,8051.0,7966.0,5283349.0,2969.0,2879.0,10882.0,10560.0,7600.0,177.0,8797.0,6590.0,7410.0,8635.0,62336.0,31244.0,62465.0,7848.0,11002.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,398,8918,6561.0,7710.0,31276.0,7991.0,19310.0,24915.0,8858.0,10976.0,8103.0,62444.0,8186.0,5283349.0,5281515.0,10560.0,798.0,31244.0,5634.0,11552.0,10882.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,117,8918,6561.0,7710.0,31276.0,7991.0,19310.0,24915.0,8858.0,10976.0,8103.0,62444.0,8186.0,5283349.0,5281515.0,10560.0,798.0,31244.0,5634.0,11552.0,7749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,334,31265,3776.0,6590.0,7685.0,16666.0,19310.0,7991.0,31272.0,62433.0,7793.0,12348.0,62336.0,6561.0,440967.0,2758.0,1060.0,7059.0,7762.0,22873.0,7150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,506,31265,3776.0,6590.0,7685.0,16666.0,19310.0,7991.0,31272.0,62433.0,7793.0,12348.0,62336.0,6561.0,440967.0,2758.0,1060.0,7059.0,7762.0,22873.0,6054.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,123,637566,7463.0,11002.0,2758.0,14286.0,7165.0,22386.0,7654.0,180.0,10821.0,5281168.0,8103.0,1068.0,798.0,177.0,18827.0,7749.0,440917.0,8186.0,6590.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,121,637566,7463.0,11002.0,2758.0,14286.0,7165.0,22386.0,7654.0,180.0,10821.0,5281168.0,8103.0,1068.0,798.0,177.0,18827.0,7749.0,440917.0,8186.0,7583.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,97,6590,8130.0,10722.0,8118.0,7363.0,7966.0,61016.0,440917.0,8186.0,7888.0,12348.0,10976.0,22201.0,62433.0,5373603.0,6561.0,261.0,177.0,5281515.0,18827.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,225,6590,8130.0,10722.0,8118.0,7363.0,7966.0,61016.0,440917.0,8186.0,7888.0,12348.0,10976.0,22201.0,62433.0,5373603.0,6561.0,261.0,177.0,5281515.0,7921.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,442,8025,31272.0,6982.0,8148.0,7749.0,6561.0,7921.0,3314.0,11002.0,8797.0,7793.0,3776.0,637511.0,11552.0,8858.0,62444.0,19310.0,5283349.0,261.0,6989.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,311,8025,31272.0,6982.0,8148.0,7749.0,6561.0,7921.0,3314.0,11002.0,8797.0,7793.0,3776.0,637511.0,11552.0,8858.0,62444.0,19310.0,5283349.0,261.0,12348.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,315,8025,10976.0,999.0,31244.0,7150.0,22386.0,24915.0,31249.0,7848.0,10722.0,179.0,7714.0,7460.0,7165.0,176.0,7410.0,8051.0,443158.0,5281168.0,10882.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,49,8025,10976.0,999.0,31244.0,7150.0,22386.0,24915.0,31249.0,7848.0,10722.0,179.0,7714.0,7460.0,7165.0,176.0,7410.0,8051.0,443158.0,5281168.0,443162.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,24,177,7632.0,7848.0,460.0,22386.0,16666.0,8130.0,5634.0,6654.0,7410.0,12232.0,7966.0,31272.0,6054.0,11552.0,11002.0,8797.0,7150.0,8025.0,61016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,490,177,7632.0,7848.0,460.0,22386.0,16666.0,8130.0,5634.0,6654.0,7410.0,12232.0,7966.0,31272.0,6054.0,11552.0,11002.0,8797.0,7150.0,8025.0,10976.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,19,7799,6561.0,16666.0,7966.0,5634.0,7731.0,22873.0,6184.0,7632.0,14286.0,440917.0,93009.0,62444.0,7344.0,6654.0,5283349.0,798.0,261.0,7710.0,12020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,267,7799,6561.0,16666.0,7966.0,5634.0,7731.0,22873.0,6184.0,7632.0,14286.0,440917.0,93009.0,62444.0,7344.0,6654.0,5283349.0,798.0,261.0,7710.0,7921.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,119,612,440917.0,10821.0,7150.0,10560.0,7165.0,19310.0,6544.0,11552.0,16666.0,1068.0,62465.0,24915.0,5281168.0,2879.0,1140.0,6054.0,7463.0,14286.0,7685.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,301,612,440917.0,10821.0,7150.0,10560.0,7165.0,19310.0,6544.0,11552.0,16666.0,1068.0,62465.0,24915.0,5281168.0,2879.0,1140.0,6054.0,7463.0,14286.0,3776.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,247,8130,176.0,62433.0,637511.0,10882.0,2969.0,10821.0,7165.0,10722.0,7600.0,11552.0,440967.0,7583.0,93009.0,8030.0,8048.0,7460.0,31265.0,6544.0,8635.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,349,8130,176.0,62433.0,637511.0,10882.0,2969.0,10821.0,7165.0,10722.0,7600.0,11552.0,440967.0,7583.0,93009.0,8030.0,8048.0,7460.0,31265.0,6544.0,10430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,236,6989,8858.0,7749.0,460.0,3776.0,12020.0,12180.0,999.0,7519.0,8130.0,5373603.0,10722.0,16666.0,7799.0,10821.0,5281168.0,5634.0,7463.0,7710.0,7793.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,238,6989,8858.0,7749.0,460.0,3776.0,12020.0,12180.0,999.0,7519.0,8130.0,5373603.0,10722.0,16666.0,7799.0,10821.0,5281168.0,5634.0,7463.0,7710.0,7632.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,367,12020,7150.0,15380.0,6989.0,19310.0,176.0,1068.0,10430.0,7710.0,1060.0,177.0,6654.0,7632.0,12180.0,12348.0,4133.0,12741.0,637566.0,22201.0,10821.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,290,12020,7150.0,15380.0,6989.0,19310.0,176.0,1068.0,10430.0,7710.0,1060.0,177.0,6654.0,7632.0,12180.0,12348.0,4133.0,12741.0,637566.0,22201.0,62465.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,202,11002,7344.0,6054.0,12348.0,7460.0,612.0,1146.0,10560.0,8635.0,91497.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,74,8918,11509.0,22386.0,31276.0,176.0,11124.0,10722.0,12178.0,440917.0,6561.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,488,10890,5373603.0,7519.0,31276.0,7731.0,4133.0,10821.0,8635.0,6654.0,6590.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,302,8148,31272.0,22386.0,7685.0,176.0,22201.0,7799.0,1140.0,2879.0,31249.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,424,460,93009.0,7583.0,6501.0,7150.0,264.0,12348.0,7848.0,62336.0,16666.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,430,8186,7714.0,22386.0,8858.0,326.0,8918.0,443158.0,7710.0,6184.0,5283349.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,259,7519,637511.0,7799.0,16666.0,31272.0,8030.0,12232.0,176.0,440917.0,10560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,510,7165,1140.0,22386.0,8091.0,6184.0,7059.0,7363.0,6989.0,5281515.0,999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,384,91497,10560.0,999.0,440967.0,7848.0,8091.0,2879.0,326.0,440917.0,798.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,207,6654,7991.0,22386.0,22873.0,5281515.0,8918.0,7793.0,26331.0,6736.0,31265.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,392,5281515,5283349.0,7762.0,10882.0,7632.0,31244.0,8025.0,16666.0,7519.0,2879.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,437,440917,7344.0,22386.0,1146.0,4133.0,6590.0,637566.0,7460.0,11509.0,93009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,14,1068,10722.0,91497.0,31272.0,7848.0,8130.0,7654.0,6736.0,8025.0,6501.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,439,7632,3314.0,1140.0,8635.0,62336.0,7600.0,7762.0,443158.0,7059.0,7460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,55,62444,6736.0,91497.0,62465.0,15380.0,7519.0,7921.0,10821.0,7654.0,6590.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,84,31276,8858.0,22386.0,261.0,7762.0,1146.0,1068.0,4133.0,240.0,8025.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,85,8118,798.0,6982.0,6736.0,7460.0,7762.0,7632.0,93009.0,1068.0,7921.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,461,8797,8918.0,22386.0,7150.0,7363.0,7793.0,8030.0,6184.0,5281515.0,637511.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,391,61016,326.0,1146.0,2879.0,5283349.0,999.0,6736.0,7150.0,8892.0,7460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,52,11002,798.0,22386.0,1031.0,7710.0,7921.0,240.0,18827.0,8103.0,62336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,187,11509,6989.0,326.0,637511.0,26331.0,8030.0,460.0,7654.0,7600.0,7749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,143,15380,12180.0,22386.0,2879.0,31244.0,6654.0,7632.0,22201.0,7991.0,1060.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,474,6654,264.0,443158.0,7991.0,1140.0,10976.0,31265.0,2879.0,612.0,326.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,263,7799,8130.0,22386.0,637511.0,999.0,91497.0,6544.0,6989.0,8858.0,10560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,309,261,5634.0,179.0,10560.0,12178.0,12180.0,10821.0,7600.0,6054.0,6544.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,444,8118,8103.0,22386.0,7966.0,7363.0,11124.0,62465.0,10722.0,8148.0,443162.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,190,10560,3314.0,2758.0,1068.0,11509.0,16666.0,1127.0,6590.0,10890.0,440967.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
